,algorithm_name
6906,weka.FilteredClassifier_AttributeSelectedClassifier_Bagging_OneR
6908,weka.FilteredClassifier_AttributeSelectedClassifier_LWL_DecisionStump
6910,weka.FilteredClassifier_AttributeSelectedClassifier_LWL_J48
6912,weka.FilteredClassifier_AttributeSelectedClassifier_LWL_RandomTree
6914,weka.FilteredClassifier_AttributeSelectedClassifier_ClassificationViaRegression_M5P
6916,weka.FilteredClassifier_AttributeSelectedClassifier_CVParameterSelection_ZeroR
6918,weka.FilteredClassifier_AttributeSelectedClassifier_IterativeClassifierOptimizer_LogitBoost_DecisionStump
6920,weka.FilteredClassifier_AttributeSelectedClassifier_RandomCommittee_RandomTree
6922,weka.FilteredClassifier_AttributeSelectedClassifier_RandomSubSpace_REPTree
6924,weka.FilteredClassifier_AttributeSelectedClassifier_LogitBoost_DecisionStump
6926,weka.FilteredClassifier_AttributeSelectedClassifier_MultiBoostAB_NaiveBayes
6928,weka.FilteredClassifier_AttributeSelectedClassifier_MultiBoostAB_IBk
6929,weka.FilteredClassifier_AttributeSelectedClassifier_MultiBoostAB_JRip
6931,weka.FilteredClassifier_AttributeSelectedClassifier_MultiBoostAB_OneR
6934,weka.FilteredClassifier_AttributeSelectedClassifier_MultiBoostAB_J48
6936,weka.FilteredClassifier_AttributeSelectedClassifier_MultiBoostAB_RandomTree
6938,weka.FilteredClassifier_AttributeSelectedClassifier_MultiBoostAB_REPTree
6940,"sklearn.pipeline.Pipeline(imputation=sklearn.preprocessing.imputation.Imputer,classifier=sklearn.tree.tree.DecisionTreeClassifier)"
6942,weka.FilteredClassifier_AttributeSelectedClassifier_MultiBoostAB_DecisionStump
6944,weka.FilteredClassifier_A1DE
6946,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.tree.tree.DecisionTreeClassifier)"
6950,weka.FilteredClassifier_DTNB
6952,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.svm.classes.SVC)"
6954,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.svm.classes.SVC)"
6958,"sklearn.pipeline.Pipeline(imputation=sklearn.preprocessing.imputation.Imputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.tree.tree.DecisionTreeClassifier)"
6959,weka.FilteredClassifier_NBTree
6961,weka.FilteredClassifier_LADTree
6963,weka.FilteredClassifier_Dagging_DecisionStump
6965,weka.FilteredClassifier_MultiBoostAB_JRip
6966,weka.FilteredClassifier_MultiBoostAB_OneR
6967,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.linear_model.stochastic_gradient.SGDClassifier)"
6969,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.forest.RandomForestClassifier)"
6970,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.weight_boosting.AdaBoostClassifier(base_estimator=sklearn.tree.tree.DecisionTreeClassifier))"
6972,weka.FilteredClassifier_END_ND_J48
6975,weka.FilteredClassifier_RacedIncrementalLogitBoost_DecisionStump
6977,weka.FilteredClassifier_AttributeSelectedClassifier_A1DE
6979,weka.FilteredClassifier_AttributeSelectedClassifier_DTNB
6983,weka.FilteredClassifier_AttributeSelectedClassifier_NBTree
6985,weka.FilteredClassifier_AttributeSelectedClassifier_LADTree
6987,weka.FilteredClassifier_AttributeSelectedClassifier_Dagging_DecisionStump
6989,weka.FilteredClassifier_AttributeSelectedClassifier_END_ND_J48
6991,weka.FilteredClassifier_AttributeSelectedClassifier_RacedIncrementalLogitBoost_DecisionStump
7010,optimus_ml.optimizer.model_optimizer.ModelOptimizer(estimator=sklearn.svm.classes.SVC)
7021,sklearn.naive_bayes.BernoulliNB
7026,"sklearn.pipeline.Pipeline(Median-Imputer=sklearn.preprocessing.imputation.Imputer,learner=sklearn.naive_bayes.GaussianNB)"
7038,weka.RandomSubSpace_Logistic
7041,weka.AttributeSelectedClassifier_Vote_SMO
7042,weka.AttributeSelectedClassifier_SMO_Puk
7046,weka.LWL_Logistic
7047,weka.RandomSubSpace_MultilayerPerceptron
7051,weka.AttributeSelectedClassifier_RandomCommittee_MultilayerPerceptron
7053,weka.AttributeSelectedClassifier_LWL_MultilayerPerceptron
7059,weka.AttributeSelectedClassifier_AdaBoostM1_RandomForest
7060,weka.AttributeSelectedClassifier_Vote_RandomForest
7078,weka.RandomSubSpace_KStar
7082,weka.RandomSubSpace_JRip
7083,weka.AttributeSelectedClassifier_Bagging_MultilayerPerceptron
7085,weka.AttributeSelectedClassifier_AttributeSelectedClassifier_Logistic
7086,weka.RandomSubSpace_J48
7089,"openmlpimp.sklearn.beam_search.BeamSearchCV(estimator=sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.forest.RandomForestClassifier))"
7091,optimus_ml.optimizer.model_optimizer.ModelOptimizer(estimator=sklearn.svm.classes.SVC)
7096,"sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.forest.RandomForestClassifier))"
7097,"sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.forest.RandomForestClassifier))"
7103,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.svm.classes.SVC)"
7108,"sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.forest.RandomForestClassifier))"
7109,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.forest.RandomForestClassifier)"
7116,"sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.weight_boosting.AdaBoostClassifier(base_estimator=sklearn.tree.tree.DecisionTreeClassifier)))"
7120,"sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.svm.classes.SVC))"
7122,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,estimator=sklearn.tree.tree.DecisionTreeClassifier)"
7129,mlr.classif.C50.imputed.preproc
7130,mlr.classif.ctree.imputed.preproc
7131,mlr.classif.dbnDNN.imputed.dummied.preproc
7132,mlr.classif.earth.imputed.preproc
7133,mlr.classif.featureless.imputed.preproc
7134,mlr.classif.gbm.imputed.preproc
7135,mlr.classif.glmnet.imputed.preproc
7136,mlr.classif.kknn.imputed.preproc
7137,mlr.classif.LiblineaRL1LogReg.imputed.dummied.preproc
7138,mlr.classif.LiblineaRL2LogReg.imputed.dummied.preproc
7139,mlr.classif.ksvm.imputed.preproc
7140,mlr.classif.multinom.imputed.preproc
7141,mlr.classif.naiveBayes.imputed.preproc
7142,mlr.classif.nnTrain.imputed.dummied.preproc
7143,mlr.classif.nnet.imputed.preproc
7144,mlr.classif.mlp.imputed.dummied.preproc
7145,mlr.classif.cvglmnet.imputed.preproc
7146,mlr.classif.randomForest.imputed.preproc
7147,mlr.classif.rpart.imputed.preproc
7148,mlr.classif.saeDNN.imputed.dummied.preproc
7149,mlr.classif.ranger.imputed.preproc
7150,mlr.classif.RRF.imputed.preproc
7151,mlr.classif.sda.imputed.dummied.preproc
7153,mlr.classif.sparseLDA.imputed.dummied.preproc
7154,mlr.classif.xgboost.imputed.dummied.preproc
7155,mlr.classif.cforest.imputed.preproc
7156,mlr.classif.svm.imputed.preproc
7157,mlr.classif.lda.imputed.preproc
7158,mlr.classif.gausspr.imputed.preproc
7159,mlr.classif.qda.imputed.preproc
7160,mlr.classif.rda.imputed.preproc
7161,mlr.classif.randomForestSRC.imputed.preproc
7162,mlr.classif.evtree.imputed.preproc
7163,mlr.classif.boosting.imputed.preproc
7170,pipelineopt.estimator.Classifier
7188,mlr.classif.ranger.imputed.dummied.preproc
7189,mlr.classif.rpart.imputed.dummied.preproc
7190,mlr.classif.RRF.imputed.dummied.preproc
7257,sklearn.ensemble.forest.RandomForestClassifier
7343,sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.ensemble.forest.RandomForestClassifier)
7344,"sklearn.pipeline.Pipeline(Imputer=sklearn.preprocessing.imputation.Imputer,VarianceThreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,Estimator=sklearn.naive_bayes.GaussianNB)"
7598,mlr.classif.rpart.tuned
7609,mlr.classif.ranger
7652,keras.wrappers.scikit_learn.KerasClassifier
7684,sklearn.ensemble.forest.RandomForestClassifier
7694,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.forest.RandomForestClassifier)"
7707,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,scaling=sklearn.preprocessing.data.StandardScaler,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.svm.classes.SVC)"
7717,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.tree.tree.DecisionTreeClassifier)"
7722,"sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(imputation=mylib.preprocessing_openml14.ConditionalImputer,one-hot-encoder=sklearn.preprocessing.data.OneHotEncoder,variance-thresholding=sklearn.feature_selection.variance_threshold.VarianceThreshold,feature-scaling=sklearn.preprocessing.data.StandardScaler,classifier=sklearn.linear_model.stochastic_gradient.SGDClassifier))"
7725,"sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(imputation=mylib.preprocessing_openml14.ConditionalImputer,one-hot-encoder=sklearn.preprocessing.data.OneHotEncoder,variance-thresholding=sklearn.feature_selection.variance_threshold.VarianceThreshold,feature-scaling=sklearn.preprocessing.data.StandardScaler,classifier=sklearn.tree.tree.DecisionTreeClassifier))"
7729,"sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(imputation=mylib.preprocessing_openml14.ConditionalImputer,one-hot-encoder=sklearn.preprocessing.data.OneHotEncoder,variance-thresholding=sklearn.feature_selection.variance_threshold.VarianceThreshold,feature-scaling=sklearn.preprocessing.data.StandardScaler,classifier=sklearn.neural_network.multilayer_perceptron.MLPClassifier))"
7754,"sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(imputation=mylib.preprocessing_openml14.ConditionalImputer,one-hot-encoder=sklearn.preprocessing.data.OneHotEncoder,variance-thresholding=sklearn.feature_selection.variance_threshold.VarianceThreshold,feature-scaling=sklearn.preprocessing.data.StandardScaler,classifier=sklearn.svm.classes.LinearSVC))"
7756,"sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(imputation=mylib.preprocessing_openml14.ConditionalImputer,one-hot-encoder=sklearn.preprocessing.data.OneHotEncoder,variance-thresholding=sklearn.feature_selection.variance_threshold.VarianceThreshold,feature-scaling=sklearn.preprocessing.data.StandardScaler,classifier=sklearn.svm.classes.SVC))"
7777,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.tree.tree.DecisionTreeClassifier)"
7778,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.linear_model.logistic.LogisticRegression)"
7781,weka.kf.AdaBoostM1-SMO
7782,weka.kf.AttributeSelection-BestFirst-CfsSubsetEval-SMO
7784,weka.kf.AttributeSelection-Ranker-InfoGain-SMO
7786,weka.kf.AttributeSelection-Ranker-ReliefF-ReplaceMissingValues-NaiveBayes
7787,weka.kf.AttributeSelection-Ranker-ReliefF-SMO
7789,weka.kf.Bagging-NaiveBayes
7790,weka.kf.RandomForest
7791,weka.kf.ReplaceMissingValues-J48
7792,weka.kf.ReplaceMissingValues-PKIDiscretize-NaiveBayes
7793,weka.kf.ReplaceMissingValues-Standardize-NaiveBayes
7794,weka.kf.Standardize-J48
7795,sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.ensemble.forest.RandomForestClassifier)
7798,mlr.classif.rpart
7799,weka.kf.AttributeSelection-BestFirst-CfsSubsetEval-Standardize-IBk5
7800,weka.kf.AttributeSelection-Ranker-InfoGain-Standardize-IBk5
7801,weka.kf.AttributeSelection-Ranker-ReliefF-Standardize-IBk5
7802,mlr.classif.ctree
7819,"sklearn.pipeline.Pipeline(imputation=openmlcontrib.preprocessing.imputation.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,scaling=sklearn.preprocessing.data.StandardScaler,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.svm.classes.SVC)"
7829,keras.wrappers.scikit_learn.KerasClassifier
7835,weka.kf.AdaBoostM1-IBk5
7836,weka.kf.AdaBoostM1-J48
7838,weka.kf.AdaBoostM1-NaiveBayes
7839,weka.kf.AttributeSelection-BestFirst-CfsSubsetEval-KStar
7840,weka.kf.AttributeSelection-BestFirst-CfsSubsetEval-ReplaceMissingValues-NaiveBayes
7842,weka.kf.AttributeSelection-Ranker-InfoGain-ReplaceMissingValues-NaiveBayes
7843,weka.kf.AttributeSelection-Ranker-ReliefF-KStar
7844,weka.kf.Bagging-IBk5
7845,weka.kf.Bagging-J48
7847,weka.kf.Bagging-SMO
7849,weka.kf.ZeroR
7850,weka.kf.RandomSubspace
7926,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,randomforestclassifier=sklearn.ensemble.forest.RandomForestClassifier)"
8024,mlr.classif.logreg
8296,keras.wrappers.scikit_learn.KerasClassifier
8299,weka.kf.AdaBoostM1-HoeffdingTree
8308,weka.kf.Bagging-HoeffdingTree
8309,weka.kf.Bagging-JRip
8311,weka.kf.HoeffdingTree
8312,weka.kf.JRip
8315,"sklearn.pipeline.Pipeline(imputation=hyperimp.utils.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,clf=sklearn.ensemble.forest.RandomForestClassifier)"
8317,"sklearn.pipeline.Pipeline(imputation=hyperimp.utils.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,scaling=sklearn.preprocessing.data.StandardScaler,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,clf=sklearn.svm.classes.SVC)"
8330,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,scaling=sklearn.preprocessing.data.StandardScaler,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.svm.classes.SVC)"
8351,"sklearn.pipeline.Pipeline(imputation=hyperimp.utils.preprocessing.ConditionalImputer2,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,clf=sklearn.ensemble.forest.RandomForestClassifier)"
8353,"sklearn.pipeline.Pipeline(imputation=hyperimp.utils.preprocessing.ConditionalImputer2,hotencoding=sklearn.preprocessing.data.OneHotEncoder,scaling=sklearn.preprocessing.data.StandardScaler,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,clf=sklearn.svm.classes.SVC)"
8365,"sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(imputation=hyperimp.utils.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,clf=sklearn.ensemble.forest.RandomForestClassifier))"
8385,mlr.classif.rpart.tuned
8399,"sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(imputation=hyperimp.utils.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,scaling=sklearn.preprocessing.data.StandardScaler,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,clf=sklearn.svm.classes.SVC))"
8423,sklearn.ensemble.forest.RandomForestClassifier
8424,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,estimator=sklearn.tree.tree.DecisionTreeClassifier)"
8426,sklearn.tree.tree.DecisionTreeClassifier
8436,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,decisiontreeclassifier=sklearn.tree.tree.DecisionTreeClassifier)"
8455,"sklearn.pipeline.Pipeline(imputation=sklearn.preprocessing.imputation.Imputer,estimator=sklearn.tree.tree.DecisionTreeClassifier)"
8456,"sklearn.pipeline.Pipeline(imputation=sklearn.preprocessing.imputation.Imputer,estimator=sklearn.naive_bayes.GaussianNB)"
8457,sklearn.naive_bayes.GaussianNB
8462,sklearn.neighbors.classification.KNeighborsClassifier
8466,wrapper.AutoSklearnCV(estimator=autosklearn.estimators.AutoSklearnClassifier)
8467,wrapper.AutoSklearnCV(estimator=autosklearn.estimators.AutoSklearnClassifier)
8468,autosklearnwrapper.wrapper.AutoSklearnWrapper(estimator=autosklearn.estimators.AutoSklearnClassifier)
8469,wrappers.tpot.TpotWrapper
8471,wrappers.tpot.TpotWrapper
8472,wrappers.autosklearn.AutoSklearnWrapper
8473,arbok.tpot.TPOTWrapper
8474,arbok.autosklearn.AutoSklearnWrapper
8475,arbok.autosklearn.AutoSklearnWrapper
8476,arbok.autosklearn.AutoSklearnWrapper
8477,arbok.tpot.TPOTWrapper
8478,arbok.tpot.TPOTWrapper
8479,"arbok.tpot.TPOTWrapper(preprocessor=sklearn.pipeline.Pipeline(conditionalimputer=arbok.preprocessing.ConditionalImputer,onehotencoder=sklearn.preprocessing.data.OneHotEncoder))"
8482,"arbok.autosklearn.AutoSklearnWrapper(preprocessor=sklearn.pipeline.Pipeline(conditionalimputer=arbok.preprocessing.ConditionalImputer,onehotencoder=sklearn.preprocessing.data.OneHotEncoder))"
8483,"arbok.autosklearn.AutoSklearnWrapper(preprocessor=sklearn.pipeline.Pipeline(conditionalimputer=arbok.preprocessing.ConditionalImputer,onehotencoder=sklearn.preprocessing.data.OneHotEncoder))"
8486,"arbok.tpot.TPOTWrapper(preprocessor=sklearn.pipeline.Pipeline(conditionalimputer=arbok.preprocessing.ConditionalImputer,onehotencoder=sklearn.preprocessing.data.OneHotEncoder))"
8489,"arbok.tpot.TPOTWrapper(preprocessor=sklearn.pipeline.Pipeline(conditionalimputer=arbok.preprocessing.ConditionalImputer,onehotencoder=sklearn.preprocessing.data.OneHotEncoder))"
8492,"arbok.autosklearn.AutoSklearnWrapper(preprocessor=sklearn.pipeline.Pipeline(conditionalimputer=arbok.preprocessing.ConditionalImputer,onehotencoder=sklearn.preprocessing.data.OneHotEncoder))"
8502,"arbok.tpot.TPOTWrapper(preprocessor=sklearn.pipeline.Pipeline(conditionalimputer=arbok.preprocessing.ConditionalImputer,onehotencoder=sklearn.preprocessing.data.OneHotEncoder))"
8503,"arbok.tpot.TPOTWrapper(preprocessor=sklearn.pipeline.Pipeline(conditionalimputer=arbok.preprocessing.ConditionalImputer,onehotencoder=sklearn.preprocessing.data.OneHotEncoder))"
8506,"keras.wrappers.scikit_learn.KerasClassifier(Reshape,Conv2D,MaxPooling2D,Conv2D,MaxPooling2D,Flatten,Dense,Activation,Dense,Activation)"
8507,sklearn.svm.classes.SVC
8511,keras.wrappers.scikit_learn.KerasClassifier
8512,"arbok.tpot.TPOTWrapper(preprocessor=sklearn.pipeline.Pipeline(conditionalimputer=arbok.preprocessing.ConditionalImputer,onehotencoder=sklearn.preprocessing.data.OneHotEncoder,variancethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold))"
8541,"keras.wrappers.scikit_learn.KerasClassifier(Reshape,Conv2D,MaxPooling2D,Activation,Conv2D,MaxPooling2D,Activation,Dropout,Conv2D,Flatten,Dense,Activation,Dense,Activation)"
8542,"keras.wrappers.scikit_learn.KerasClassifier(InputLayer,Reshape,Conv2D,MaxPooling2D,Conv2D,Conv2D,Conv2D,Merge,Activation,Conv2D,Conv2D,Conv2D,Merge,Activation,Conv2D,Conv2D,Conv2D,Merge,Activation,MaxPooling2D,Conv2D,Conv2D,Conv2D,Merge,Activation,Conv2D,Conv2D,Conv2D,Merge,Activation,Conv2D,Conv2D,Conv2D,Merge,Activation,Conv2D,Conv2D,Conv2D,Merge,Activation,MaxPooling2D,Conv2D,Conv2D,Conv2D,Merge,Activation,Dropout,Conv2D,AveragePooling2D,Flatten,Dense)"
8543,"keras.wrappers.scikit_learn.KerasClassifier(Reshape,Conv2D,MaxPooling2D,Activation,Conv2D,MaxPooling2D,Activation,Dropout,Conv2D,Flatten,Dense,Activation,Dense,Activation)"
8554,"arbok.tpot.TPOTWrapper(preprocessor=sklearn.pipeline.Pipeline(conditionalimputer=arbok.preprocessing.ConditionalImputer,onehotencoder=sklearn.preprocessing.data.OneHotEncoder,variancethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold))"
8567,openml.extras.extensions.KerasClassifierWrapper
8568,"sklearn.pipeline.Pipeline(conditionalimputer=arbok.preprocessing.ConditionalImputer,onehotencoder=sklearn.preprocessing.data.OneHotEncoder,variancethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,randomforestclassifier=sklearn.ensemble.forest.RandomForestClassifier)"
8570,keras.wrappers.scikit_learn.KerasClassifier
8572,"keras.wrappers.scikit_learn.KerasClassifier(Reshape,Conv2D,MaxPooling2D,Conv2D,MaxPooling2D,Flatten,Dense,Activation,Dense,Activation)"
8573,"keras.wrappers.scikit_learn.KerasClassifier(InputLayer,Reshape,ZeroPadding2D,Conv2D,Conv2D,BatchNormalization,Activation,Conv2D,BatchNormalization,Add,Activation,Conv2D,BatchNormalization,Activation,Conv2D,BatchNormalization,Add,Activation,Conv2D,BatchNormalization,Activation,Conv2D,Conv2D,BatchNormalization,Add,Activation,Conv2D,BatchNormalization,Activation,Conv2D,BatchNormalization,Add,Activation,Conv2D,BatchNormalization,Activation,Conv2D,Conv2D,BatchNormalization,Add,Activation,Conv2D,BatchNormalization,Activation,Conv2D,BatchNormalization,Add,Activation,AveragePooling2D,Flatten,Dense)"
8578,"keras.wrappers.scikit_learn.KerasClassifier(Reshape,Conv2D,MaxPooling2D,Activation,Conv2D,MaxPooling2D,Activation,Dropout,Conv2D,Flatten,Dense,Activation,Dense,Activation)"
8581,"keras.wrappers.scikit_learn.KerasClassifier(Reshape,ZeroPadding2D,Conv2D,ZeroPadding2D,Conv2D,MaxPooling2D,ZeroPadding2D,Conv2D,ZeroPadding2D,Conv2D,MaxPooling2D,ZeroPadding2D,Conv2D,ZeroPadding2D,Conv2D,ZeroPadding2D,Conv2D,ZeroPadding2D,Conv2D,MaxPooling2D,Flatten,Dropout,Dense,Dense)"
8589,"keras.wrappers.scikit_learn.KerasClassifier(InputLayer,Reshape,Conv2D,MaxPooling2D,Conv2D,Conv2D,Conv2D,Merge,Activation,Conv2D,Conv2D,Conv2D,Merge,Activation,Conv2D,Conv2D,Conv2D,Merge,Activation,MaxPooling2D,Conv2D,Conv2D,Conv2D,Merge,Activation,Conv2D,Conv2D,Conv2D,Merge,Activation,Conv2D,Conv2D,Conv2D,Merge,Activation,Conv2D,Conv2D,Conv2D,Merge,Activation,MaxPooling2D,Conv2D,Conv2D,Conv2D,Merge,Activation,Dropout,Conv2D,AveragePooling2D,Flatten,Dense)"
8590,"keras.wrappers.scikit_learn.KerasClassifier(Reshape,Conv2D,MaxPooling2D,Activation,Conv2D,MaxPooling2D,Activation,Dropout,Conv2D,Flatten,Dense,Activation,Dense,Activation)"
8591,"keras.wrappers.scikit_learn.KerasClassifier(Reshape,Conv2D,MaxPooling2D,Activation,Conv2D,MaxPooling2D,Activation,Dropout,Conv2D,Flatten,Dense,Activation,Dense,Activation)"
8592,"keras.wrappers.scikit_learn.KerasClassifier(Reshape,Conv2D,MaxPooling2D,BatchNormalization,Conv2D,MaxPooling2D,BatchNormalization,Conv2D,Conv2D,Conv2D,MaxPooling2D,BatchNormalization,Flatten,Dense,Dropout,Dense,Dropout,Dense)"
8593,"keras.wrappers.scikit_learn.KerasClassifier(Reshape,Conv2D,MaxPooling2D,BatchNormalization,Conv2D,MaxPooling2D,BatchNormalization,Conv2D,Conv2D,Conv2D,MaxPooling2D,BatchNormalization,Flatten,Dense,Dropout,Dense,Dropout,Dense)"
8596,"keras.wrappers.scikit_learn.KerasClassifier(Reshape,Conv2D,Conv2D,MaxPooling2D,BatchNormalization,Conv2D,Conv2D,MaxPooling2D,BatchNormalization,Conv2D,Conv2D,Conv2D,MaxPooling2D,BatchNormalization,Flatten,Dense,Dropout,Dense,Dropout,Dense)"
